Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial,CouncilDistrict
M01038745-I1,MANHATTAN,,4/25/2024,11/4/2025,557,7/20/2026,50.0,,Permit Entire,1084652,105,40.74328,-73.99107,37,WEST   24 STREET,1,826,17,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M00962894-S1,MANHATTAN,,4/25/2024,11/4/2025,557,3/31/2026,572.0,,Permit Entire,1063947,112,40.85056,-73.93397,185,WADSWORTH AVENUE,1,2165,26,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,10
M00895471-I1,MANHATTAN,,4/25/2024,11/4/2025,557,3/31/2026,263.33,,Permit Entire,1042051,108,40.76405,-73.96532,166,EAST   63 STREET,1,1397,7503,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
B00940614-I1,BROOKLYN,,4/25/2024,11/4/2025,557,12/31/2025,1630.0,,Permit Entire,3188221,313,40.57864,-73.99245,2401,NEPTUNE AVENUE,3,6965,140,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,47
X01040326-I1,BRONX,,4/25/2024,11/4/2025,557,1/1/2026,80.0,,Permit Entire,2008431,205,40.84624,-73.91538,37,FEATHERBED LANE,2,2865,126,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,14
X01019572-I1,BRONX,,4/25/2024,11/4/2025,557,12/31/2025,381.0,,Permit Entire,2103486,204,40.82174,-73.92285,730,CONCOURSE VILLAGE WEST,2,2443,78,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01040196-I1,BRONX,,4/24/2024,11/4/2025,558,4/21/2026,132.0,,Permit Entire,2003259,204,40.83506,-73.92752,1085,NELSON AVENUE,2,2514,25,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,16
B01027717-I1,BROOKLYN,,4/24/2024,11/4/2025,558,2/12/2026,50.0,,Permit Entire,3244608,313,40.5769,-73.96614,231,BRIGHTON BEACH AVENUE,3,8670,41,SYED ENGINEERING  P.C.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay,48
B01039355-I1,BROOKLYN,,4/24/2024,11/4/2025,558,4/25/2026,903.0,,Permit Entire,3328032,316,40.66716,-73.90476,414,SUTTER AVENUE,3,3760,1,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts,41
B01039597-I1,BROOKLYN,,4/24/2024,11/4/2025,558,3/31/2026,528.0,,Permit Entire,3429873,313,40.57634,-73.98386,2905,WEST 17 STREET,3,7062,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01040617-I1,BROOKLYN,,4/24/2024,11/4/2025,558,4/17/2026,31.0,,Permit Entire,3007927,306,40.67891,-73.9973,423,COURT STREET,3,463,2,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,39
B01040784-I1,BROOKLYN,,4/24/2024,11/4/2025,558,4/24/2026,852.0,,Permit Entire,3328030,316,40.66716,-73.90476,382,SUTTER AVENUE,3,3760,1,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts,41
B01040797-I1,BROOKLYN,,4/24/2024,11/4/2025,558,4/24/2026,896.0,,Permit Entire,3328028,316,40.66716,-73.90476,362,SUTTER AVENUE,3,3760,1,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts,41
B01040800-I1,BROOKLYN,,4/24/2024,11/4/2025,558,5/6/2026,874.0,,Permit Entire,3328026,316,40.66716,-73.90476,419,BLAKE AVENUE,3,3760,1,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts,41
B01040808-I1,BROOKLYN,,4/24/2024,11/4/2025,558,4/24/2026,844.0,,Permit Entire,3328025,316,40.66716,-73.90476,375,BLAKE AVENUE,3,3760,1,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts,41
M01039509-I1,MANHATTAN,,4/24/2024,11/4/2025,558,4/21/2026,96.0,,Permit Entire,1089726,109,40.83035,-73.94097,898,ST NICHOLAS AVENUE,1,2069,7501,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,09
M01038219-I1,MANHATTAN,,4/23/2024,11/4/2025,559,4/7/2026,27.0,,Permit Entire,1016063,105,40.7355,-73.99187,1,UNION SQUARE WEST,1,842,21,AMM ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
M01038269-I1,MANHATTAN,,4/23/2024,11/4/2025,559,12/30/2025,230.0,,Permit Entire,1016226,105,40.73982,-73.98999,915,BROADWAY,1,849,70,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01034899-I1,MANHATTAN,,4/23/2024,11/4/2025,559,4/22/2026,600.0,,Permit Entire,1091745,102,40.72942,-74.00996,80,CLARKSON STREET,1,596,30,UNIVERSAL BUILDERS SUPPLY  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M01032087-I1,MANHATTAN,,4/23/2024,11/4/2025,559,4/21/2026,126.0,,Permit Entire,1016990,105,40.74573,-73.98348,31,EAST   31 STREET,1,861,27,ASHRAF CORP,0,DOB NOW,Local Law 11,Commercial District/Overlay,04
B01037484-I1,BROOKLYN,,4/23/2024,11/4/2025,559,4/21/2026,109.0,,Permit Entire,3331865,306,40.67927,-74.00942,88,VISITATION PLACE,3,530,13,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,38
X01040552-I1,BRONX,,4/23/2024,11/4/2025,559,3/26/2026,138.0,,Permit Entire,2002871,204,40.83077,-73.92166,1020,WALTON AVENUE,2,2471,11,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,16
X01039856-I1,BRONX,,4/23/2024,11/4/2025,559,2/26/2026,160.0,,Permit Entire,2008651,204,40.84168,-73.92074,1419,JESUP AVENUE,2,2872,29,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01039980-I1,BRONX,,4/23/2024,11/4/2025,559,4/21/2026,400.0,,Permit Entire,2007809,204,40.84144,-73.91078,1530,SHERIDAN AVENUE,2,2819,12,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01026803-I1,BRONX,,4/23/2024,11/4/2025,559,4/16/2026,101.0,,Permit Entire,2085797,208,40.88995,-73.91244,645,WEST  239 STREET,2,5908,203,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,11
Q01008226-I1,QUEENS,,4/23/2024,11/4/2025,559,3/31/2026,345.0,,Permit Entire,4035462,403,40.75322,-73.88429,34-20,83 STREET,4,1443,7501,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,25
X01037340-I1,BRONX,,4/22/2024,11/4/2025,560,3/1/2026,140.0,,Permit Entire,2003068,204,40.8352,-73.92463,1130,ANDERSON AVENUE,2,2505,46,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01037767-I1,BRONX,,4/22/2024,11/4/2025,560,3/1/2026,245.0,,Permit Entire,2007874,204,40.84403,-73.90974,1685,MORRIS AVENUE,2,2824,62,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X01020296-I1,BRONX,,4/22/2024,11/4/2025,560,3/31/2026,318.0,,Permit Entire,2002826,204,40.83101,-73.91976,1040,GRAND CONCOURSE,2,2462,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01037881-I1,BRONX,,4/22/2024,11/4/2025,560,4/21/2026,252.0,,Permit Entire,2002689,204,40.83402,-73.91543,1210,SHERMAN AVENUE,2,2453,30,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,16
X01038067-I1,BRONX,,4/22/2024,11/4/2025,560,4/16/2026,431.0,,Permit Entire,2007860,204,40.84413,-73.91105,1684,GRAND CONCOURSE,2,2823,36,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X01038370-I1,BRONX,,4/22/2024,11/4/2025,560,3/2/2026,398.0,,Permit Entire,2002898,204,40.82421,-73.9264,721,WALTON AVENUE,2,2473,48,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
X01038576-I1,BRONX,,4/22/2024,11/4/2025,560,12/19/2025,160.0,,Permit Entire,2002625,204,40.83043,-73.91755,1056,SHERMAN AVENUE,2,2451,5,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
B01034442-I1,BROOKLYN,,4/22/2024,11/4/2025,560,1/13/2026,184.0,,Permit Entire,3321517,318,40.64781,-73.89627,719,EAST  103 STREET,3,8191,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,42
B01034463-I1,BROOKLYN,,4/22/2024,11/4/2025,560,1/13/2026,418.0,,Permit Entire,3321516,318,40.64781,-73.89627,716,EAST  105 STREET,3,8191,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,42
M01033257-I1,MANHATTAN,,4/22/2024,11/4/2025,560,4/14/2026,440.0,,Permit Entire,1041363,108,40.77085,-73.96474,740,PARK AVENUE,1,1386,33,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M01036565-I1,MANHATTAN,,4/22/2024,11/4/2025,560,4/11/2026,469.0,,Permit Entire,1001004,101,40.70624,-74.0085,60,WALL STREET,1,40,3,PLAN B ENGINEERING,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M01024390-I1,MANHATTAN,,4/22/2024,11/4/2025,560,3/24/2026,76.0,,Permit Entire,1030409,107,40.77886,-73.98376,251,WEST   71 STREET,1,1163,11,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Other Zoning Districts,06
M01038749-I1,MANHATTAN,,4/22/2024,11/4/2025,560,4/1/2026,30.0,,Permit Entire,1007720,102,40.7245,-74.00133,149,SPRING STREET,1,501,35,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,01
M01038141-I1,MANHATTAN,,4/22/2024,11/4/2025,560,12/30/2025,60.0,,Permit Entire,1007564,102,40.72334,-73.99786,546,BROADWAY,1,497,9,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01036411-I1,MANHATTAN,,4/19/2024,11/4/2025,563,2/28/2026,40.0,,Permit Entire,1041703,108,40.77381,-73.96282,50,EAST   76 STREET,1,1390,43,TOHFAZ UDDIN PE PC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
